CITATIONS,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE MIN,LATITUDE MAX,LONGITUDE MIN,LONGITUDE MAX,LAND OR SEA,ELEVATION MIN,ELEVATION MAX,SAMPLE NAME,ROCK NAME,MIN. AGE (YRS.),MAX. AGE (YRS.),GEOL.,AGE,ERUPTION DAY,ERUPTION MONTH,ERUPTION YEAR,ROCK TEXTURE,ROCK TYPE,DRILL DEPTH MIN,DRILL DEPTHAX,ALTERATION,MINERAL,MATERIAL,SIO2(WT%),TIO2(WT%),B2O3(WT%),AL2O3(WT%),CR2O3(WT%),FE2O3(WT%),FEO(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),NIO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),H2OT(WT%),CO2(WT%),CO1(WT%),F(WT%),CL(WT%),CL2(WT%),OH(WT%),CH4(WT%),SO2(WT%),SO3(WT%),SO4(WT%),S(WT%),LOI(WT%),VOLATILES(WT%),O(WT%),OTHERS(WT%),HE(CCM/G),HE(CCMSTP/G),HE3(CCMSTP/G),HE3(AT/G),HE4(CCM/G),HE4(CCMSTP/G),HE4(AT/G),HE4(MOLE/G),HE4(NCC/G),HE(NCC/G),LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND,SR87_SR86,SR87_SR86_INI,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB208_PB204,PB208_PB204_INI,OS184_OS188,OS186_OS188,OS187_OS186,OS187_OS188,RE187_OS186,RE187_OS188,HF176_HF177,HE3_HE4,HE3_HE4(R/R(A)),HE4_HE3,HE4_HE3(R/R(A)),K40_AR40,AR40_K40,UNIQUE_ID,Unnamed: 171
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K458 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,48.3,1.24,,14.4,,,,15.0,9.82,6.37,0.23,,0.23,2.23,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,3.0,72.0,25.0,70.0,3.4,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,265908.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K464 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,47.8,0.97,,15.1,,,,12.4,10.1,8.16,0.21,,0.04,2.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,0.6,167.0,20.0,50.0,2.3,,,,,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,265909.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K467 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,65.6,0.44,,9.2,,,,19.3,0.89,1.1,0.47,,1.41,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,89.0,1.0,21.0,85.0,3.7,,,,,,,,,,,,,653.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,265910.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K508 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,49.6,1.25,,14.1,,,,16.9,9.26,6.41,0.21,,0.19,1.42,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,,1.3,52.0,25.0,63.0,3.2,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,265911.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K672 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,49.0,1.11,,15.5,,,,11.9,10.8,7.68,0.2,,0.16,2.44,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,1.7,114.0,23.0,63.0,3.1,,,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,265912.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K695 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,49.2,1.02,,15.2,,,,12.6,11.1,7.74,0.2,,0.18,1.35,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,,,,,4.0,86.0,21.0,55.0,2.3,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,265913.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_P065 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,49.1,1.0,,15.2,,,,12.6,11.0,7.79,0.21,,0.23,1.76,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,,,,,,,,2.8,83.0,20.0,53.0,2.3,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,265914.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL12 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,3.61,0.49,2.29,0.71,0.3,1.14,0.23,1.87,0.45,1.58,0.24,1.78,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265915.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL12 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,3.28,0.45,2.17,0.69,0.22,1.11,0.22,1.78,0.41,1.4,0.22,1.57,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265916.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL12 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,2.53,0.34,1.65,0.58,0.24,1.06,0.21,1.71,0.4,1.3,0.19,1.23,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265917.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL12 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,2.3,0.35,1.7,0.56,0.18,0.89,0.17,1.43,0.33,1.18,0.18,1.34,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265918.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL12 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,1.51,0.29,1.6,0.51,0.21,0.71,0.14,1.1,0.27,1.03,0.17,1.34,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265919.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL18 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08,2.62,0.4,1.93,0.62,0.18,1.04,0.2,1.59,0.37,1.29,0.2,1.4,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265920.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL18 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,2.05,0.35,1.89,0.69,0.25,1.15,0.22,1.75,0.39,1.33,0.2,1.38,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265921.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL18 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,2.2,0.3,1.45,0.52,0.18,0.89,0.18,1.49,0.35,1.13,0.17,1.11,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265922.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL122 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,3.12,0.41,1.91,0.64,0.19,1.05,0.21,1.71,0.4,1.35,0.21,1.45,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265923.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL122 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,4.33,0.58,2.46,0.75,0.28,1.4,0.3,2.57,0.61,2.06,0.3,2.02,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265924.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_IPL122 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,2.9,0.42,2.03,0.66,0.24,1.03,0.2,1.61,0.37,1.29,0.2,1.43,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265925.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K587 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,1.51,0.26,1.39,0.52,0.39,0.89,0.21,1.82,0.45,1.61,0.27,2.07,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265926.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K561 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,1.78,0.27,1.42,0.49,0.19,0.84,0.18,1.55,0.38,1.29,0.2,1.42,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265927.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_PILLOW3 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,2.41,0.39,2.08,0.73,0.31,1.12,0.21,1.65,0.38,1.34,0.21,1.55,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265928.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K066 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,1.18,0.2,1.07,0.39,0.14,0.73,0.16,1.43,0.35,1.25,0.2,1.44,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265929.0,
[9554],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / WESTERN ISUA TECTONIC DOMAIN,,65.15,65.2,-49.75,-49.85,SAE,,,s_K461 [9554],BASALT [9554],3800000000 [9554],3800000000 [9554],,ARCHEAN [9554],,,,,VOL,,,F,,WR [9554] ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17,10.7,1.36,5.35,1.43,0.57,1.01,0.43,2.53,0.57,1.71,0.25,1.54,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265930.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0845,65.0845,-50.1742,-50.1742,SAE,,,s_JG03/39 [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,42.4,0.53,,8.6,,,,11.88,8.4,21.4,0.21,,0.03,0.47,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,3200.0,,1825.0,,,,685.0,,,,,,,,0.35,35.4,12.1,28.1,1.46,,,,,,,,,,,,,2.0,2.74,6.27,1.04,5.09,1.57,0.67,2.0,0.37,2.24,0.47,1.35,,1.32,0.19,0.84,0.1,,,,,,,,,,,0.32,0.1,,,,,,,,,,,,,,,,,,,,,,,,,402213.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0851,65.0851,-50.1745,-50.1745,SAE,,,s_JG03/40A [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,47.3,0.94,,13.2,,,,10.08,11.1,7.3,0.24,,0.58,3.79,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,5663.0,,285.0,,,,86.6,,,,,,,,30.24,300.0,23.9,120.0,4.41,,,,,,,,,,,,,195.0,35.8,81.9,10.85,46.6,10.14,2.67,8.19,1.07,5.11,0.91,2.37,,2.04,0.28,3.17,0.23,,,,,,,,,,,9.17,0.98,,,,,,,,,,,,,,,,,,,,,,,,,402214.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0851,65.0851,-50.1745,-50.1745,SAE,,,s_JG03/40B [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,47.3,0.91,,12.5,,,,11.34,10.2,9.5,0.27,,0.97,2.94,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,5547.0,,625.0,,,,181.0,,,,,,,,67.25,229.0,23.2,118.0,4.25,,,,,,,,,,,,,326.7,31.2,76.6,10.26,44.5,10.05,2.58,8.14,1.08,5.06,0.88,2.23,,1.83,0.26,3.14,0.22,,,,,,,,,,,9.42,0.97,,,,,,,,,,,,,,,,,,,,,,,,,402215.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0849,65.0849,-50.1735,-50.1735,SAE,,,s_JG03/42 [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,49.6,0.94,,13.5,,,,10.35,10.0,7.0,0.23,,0.55,3.98,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,5473.0,,234.0,,,,76.1,,,,,,,,23.22,282.0,23.2,111.0,4.05,,,,,,,,,,,,,148.0,31.4,71.2,9.42,40.8,8.87,2.34,7.43,1.02,4.91,0.89,2.34,,2.02,0.28,2.92,0.22,,,,,,,,,,,7.74,0.84,,,,,,,,,,,,,,,,,,,,,,,,,402216.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0849,65.0849,-50.1735,-50.1735,SAE,,,s_JG03/63 [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,51.3,0.97,,10.3,,,,12.87,9.8,9.7,0.22,,0.19,2.78,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,5840.0,,557.0,,,,340.0,,,,,,,,1.06,492.0,15.0,79.4,6.43,,,,,,,,,,,,,108.3,18.6,44.3,5.84,24.4,4.55,1.32,3.97,0.59,3.1,0.59,1.6,,1.37,0.2,1.97,0.4,,,,,,,,,,,0.72,0.15,,,,,,,,,,,,,,,,,,,,,,,,,402217.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0851,65.0851,-50.1745,-50.1745,SAE,,,s_JG03/41 [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,54.1,0.99,,14.6,,,,10.26,7.0,5.0,0.19,,0.25,5.18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,6061.0,,80.0,,,,69.8,,,,,,,,3.79,229.0,21.7,90.4,3.73,,,,,,,,,,,,,52.9,7.79,19.7,2.82,13.0,3.53,1.13,4.11,0.7,4.19,0.85,2.45,,2.29,0.34,2.39,0.25,,,,,,,,,,,1.28,0.3,,,,,,,,,,,,,,,,,,,,,,,,,402218.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0849,65.0849,-50.1735,-50.1735,SAE,,,s_JG03/43 [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,53.1,1.01,,14.5,,,,11.07,6.5,5.2,0.17,,1.15,4.27,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,6246.0,,63.0,,,,60.0,,,,,,,,40.05,178.0,23.7,94.5,3.83,,,,,,,,,,,,,219.0,8.72,21.3,3.01,13.8,3.69,1.13,4.3,0.75,4.43,0.92,2.65,,2.46,0.36,2.48,0.26,,,,,,,,,,,1.33,0.32,,,,,,,,,,,,,,,,,,,,,,,,,402219.0,
[13196],ARCHEAN CRATON (INCLUDING GREENSTONE BELTS),NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / ISUA AMPHIBOLITE UNIT,,65.0849,65.0849,-50.1735,-50.1735,SAE,,,s_JG03/45 [13196],BASALT [13196],3800000000 [13196],3800000000 [13196],PALEO [13196],ARCHEAN [13196],,,,,VOL,,,F,,WR [13196] ,52.7,0.97,,14.5,,,,10.35,8.0,5.3,0.21,,0.13,4.67,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,5937.0,,83.0,,,,70.7,,,,,,,,0.53,265.0,21.2,87.3,3.54,,,,,,,,,,,,,11.5,8.29,19.9,2.79,12.9,3.39,1.09,3.97,0.68,3.96,0.81,2.36,,2.26,0.32,2.33,0.24,,,,,,,,,,,1.22,0.26,,,,,,,,,,,,,,,,,,,,,,,,,402220.0,
